Review,Rating
"drab dreary smelled mildew rooms drab dreary constantly smelled mildew, location ok central district better place stay, definetly not stay nor recommend staying, money experience better,  ",1
"hated cocktails hello concierge, promised complimentary cocktails watered not southern standards georgia standards, oh n't think trying sneak extra people room remember happened paul mccartney,  ",1
"avoid country booked four-day family easter break visit royal easter sightsee..most disappointing, hotel packed capacity, room small dirty needed coat paint good scrub, bed bugs cold showers morning 2 wall containers shower gel no soap shampoo complimentary breakfast ran seating food morning, stayed previously enjoyed repeat customers thought patronage rewarded, camping preferable endured cheaper, hotel encountered bed bugs travelled extensively australia overseas, complained leaving management no empathy busy easter period no excuse,  ",1
"horrific experience long ride amalfi site seeing way family entered lobby hotel cellai somewhat taken aback, website viewed booked not realizing, registered went family member room, room size small walk-in closet old dark hot stuffy, went rooms double rooms just little larger small single equally dark old stuffy hot air conditioning unable reasonably cool rooms, group agreed not stay tired unappealing uncomfortable hotel, luckily lovely hotel street hotel carolus expensive cellai, great surprise able accommodate, rooms bright cool tasteful, thank hotel carolus cellai group not not able, hotel cellai needs update website realistically,  ",1
"worst hotel experiences stay westin times square worst hotel experiences, night new york leaving 6pm jfk needed store luggage 3 pm republican convention hotel did not provide service, staff totally unhelpful reply got carried luggage sheraton expense pay 3 dollars bag, unbelievable, asked late check-out instead said not provide, change plans day arrived airport 5 hours departure flight.the hotel nice seen better hotels le meridien vienna elegant style, bathroom quite ugly heavenly shower nothing shower double shower head, room bath robe no slippers, not reccomend hotel certainly choose place stay return new york city,  ",1
"worst hotel stayed hotel did not live pictures web site, checked july 4 2007 checked 2 hours later, lobby old run room no air conditioner carpet ammenities room 1960 management rude charged day checked thing got, teenagers drinking hotel, hotel dirty not kept, not recommend hotel,  ",1
"not stay, paid stayed twice long cheaper place better time, wait 4 hours check room, yes shower leaks terribly, balcony door fence, opens ca n't foot, hallway smelled marijuana smoke entire time, clientelle looked like bunch drug dealers lots gold chains pants hanging derierre bathing suits, covered tattoos foul language works, brought boom boxes beach pool blasted foul languaged music music provided hotel, teenaged boys not kind vacation planning, room apparently located directly mechanical bull bar upstairs everytime fell shook, management n't care, left bellhop forgot tennis racquets, bell manager argued fault not noticing charged 30 send home, emailed lxr main website got home responded,  ",1
"stay away, walked small box room bathroom smelled like old wet rags sheets mystery stains not mystery lobby sushi restaurants smells like trash hotel old run asked staff directions gave yellow pages figure planning having nice vacation stay hawaii hilton village great option.staying park shore like staying motel,  ",1
"complete disaster old shaby dirty stange odours coffee shop restaurant bar, staff friendly unable, asked visa card just check-in afeterwars returned holiday realized they__d charged money sign, payed voucher, sent emails asking refund answered twice promising return money finally complain bank did job money returned 6 months later, not big angry, room oldish bathroom uncleaned, don__t hotel,  ",1
"worst jw marriott stayed, 1st glance jw marriott like hidden gem miami downtown hotels 2nd glance poorly run franchise hotel bad staff faulty maintanance issues.i checked wednesday march 1st 2 night stay, arrived airport 10:30 pm immediately called hotel let know coming, told wanted order room service got ready arrived, lady phone hold said confirm order dinner menu 11:00 pm, hold 7 minutes came phone, called times did thing finally spoke night manager named florencia best person works took order, just beginning horror experienced checked room 2123 concierge floor, room numerous maintenance problems 1 tv volume control did not work2 air conditioner strange noise3 curtain falling offi got know engineer trip.the day spoke general manager named florencia told happened, did n't offer room tried say upgrade suite 299.00 night, n't believe 30 minutes arguing agreed comp previous night, mean discussion ridiculous, anyways literally got no sleep night viewing new room proceeded fall asleep original room dead tired, got phone 4:00 pm desk manager told hotel sold not soooo tired, told just stay original room tired said okay, got went eat came 11:30 pm room, time line 1 phone did n't work came engineer tried hour fix phone no luck, woke 4:00 little hungry called room service cereal milk, kicker ca n't drink 2 milk stomach problems told order taker like skim milk said 3 times, think waiter brings room, 2 milk course, kicker tried tell 5 minutes milk brought skim believed looked ultra carefully determined 2, finally screamed not skim milk said oh skim milk not 2, just looked shook head disgust, summed stay horrible excuse marriott, line decides stay need aware staff n't speak good english 1 service button handles departments ask let say desk extension, lastly general manager property florencia forget worst general manager seen, tried asking boss not tell corporate office kept saying, fially gentleman named mr. glass owns hotel tried reach unsuccessfully.sorry long review needs know experienced horrible hotel, told gm post review trip advisor did not care maybe people n't stay,  ",1
"boston park plaza avoid costs terrible experience, booked priceline got great rate hotel placed floor college model convention, hotel long hallways high ceilings noise generated model un-ers drifted right room midnight 5, needless say no sleep night, calls hotel security trying kids quiet failed solve problem.after sleepless night deliver seminar group 25 hotel conference center, conference participant kept awake night college kids, hotel conference small poorly configured room, worse heating/cooling did not work properly temperature room 81 degrees started seminar, hotel staff failed correct problem making resort opening windows allowing street noise strong winds interrupt seminar.just things n't worse hotel informed conducting drill morning meaning alarms interrupted seminar.the staff response hallway noise staff failure rectify heating problem conference room miserable experience hotel, clearly old grand hotels time passed, better hotel options boston travelers advised avoid boston park plaza costs,  ",1
"not resort came home staph infection, vacation great staff excellent got fiance gotten staph infection infection, multiple trips doctor 3 different antibiotics fiance staph infection cleared, 3 trips doctor antibiotics infection 3 months later, doctor said not chlorine pools/hot tub called communal bath infection, contacted resort n't gotten response, resort beautiful really need question cleanliness, say n't drink water really n't touch,  ",1
"hotel gets 3 stars hell 4 5 star venue depressing calamity arriving hotel felt sick stomach actually ended house truly awful place worse hotel experience dirty shoddy place looked like film set garish new york multiple murder story not kidding.read reviews save sanity,  ",1
"terrible hotel terrible hotel staying just year problems, problems months getting fixed, better staying different place, definetally not place stay long term, nights fine longer recommend staying established place,  ",1
"did n't wrong, married resort 40 friends family week.the staff resort sexually assaulted guests.the photo package wedding n't worth price, not given negatives means duplicating photos home.the wedding cake disaster.we paid restaurant reserved wedding reception not case, guests hotel dining disrupting reception.the management no remorse actions staff.the maid service inconsistent fridges not stocked towels not replaced sand not swept floor.kids club supposed not easy locate hours activities, seperate occasions not office posted be.the wedding coordinator busy met 2 hours late day wedding cancelled rehersal didnt time, resulted unorganized wedding ceremony.the wedding started late photographers audio equipment late,  ",1
"abominable read reviews arrived hotel, thought like, worse comments, 4m2 hotel room, no seperate shower, combined toilet, swimming pool dirty, staff looks friendly real face,  ",1
"arrived occidental 12 hours travelling 1.25.07 told resort overbooked, told going 5-star resort going half hour closer airport, resort no 2-star stay 2 nights, got picked occidental entire bus load travelers got bumped, wait line long period time arrived check-in 60+ passengers travelers needed check, tried bump resort luckily didnt happen, did hear staff members bumping new travelers not previously bumped, awful, finally got room average remainder trip o.k.. 7 party 5 sick stomach aligments, person 2 weeks going home son 3, nightmare positive note beach gorgeous, resort nice enjoyed pool, buffet good meals, did try hacienda restaurant good.will resort again..be careful booking hopefully wont bumped arrive,  ",1
"dirty hotel, 3rd year staying riu naiboa group 65 friends home town, year lack staff department housekeeping waiters entertainment, food so-so past year terrible, example grilled corn really field corn used feed cattle, 50 people got stomach virus resulting days lost cramps throwing diarrhea, need high colonic lose weight place,  ",1
"just nice not informed fact carry luggage 5 minutes taxi not hotel, not nice specially raining.the hotel nice neighborhood dangerous dirty not recommendable,  ",1
"got bumped hotel ca n't actually comment grand flamenco punta cana like got bumped hotel arrived, arrived punta cana december 28th told airport airtransat representative going staying barecelo caribe n't room flamenco, n't just bumped travelling ottawa flight booked resort, apparently continued week, met man edmonton got bumped well.so far air transat offering 100, according travel agent voucher trip makes mad no excuse sort screw-up age computers, spent lot time researching resorts web told n't room inexcusable, result ot experience think twice booking occidental hotel charter company,  ",1
"big disappointment desk w hotel august 12-15,2004. arrived 11:30am told n't check till 3pm, no choice open suitcase lobby things need city walking pictures, suitcase placed storage meantime, came 7pm night check, desk girl asked credit card did, asked id picture, told suitcase storage, told need, told not going open suitcase lobby second time humiliating, hotel manager said thing need id n't offer alternative suggested room suitcase open privately, ofer apologies, finally desk girl suggested check staff room suitcase able id picture, agreed this.this shows hotel supposed cool desk hotel manager n't, told staff hotel manager coming day big group 70-80 people incident not pass unnoticed management coordinating people think 10 times decide book w hotel future meeting,  ",1
"hotel theft ruined vacation hotel opened sept 17 2007 guests week, happy stumble scouting hotels apt stay booked gobcn- commented post unexpectedly cancelled arrival stuck place stay la merce festival barcelona biggest year, like trying hotel times square new year eve, vacancies hotel 1. new 2. not ready guests, new, hotel towels straight factory not washed pilling shower, not ready, entire week sept 21 28 slept proper blanket comforter n't arrived, got chilly night gave fleece throw supplied sister hotel ciutat barcelona hotel lime green colour scheme red black white spare cold, drawback double beds singles adjoined n't bothered hotels linens separately fish sheets order sleep couple fall lie middle, beds hard firm so-so quality foam pillows, best qualities hotel location close las ramblas hear street noise somewhat walkable attractions bari gottic, designed clean stylish hotel not clean 10 rooms construction things like cement drippings not scraped linoleum floor room etc., importantly room safe not securely bolted floor.i travel cash coming korea unfavorable exchange rate preferred not use canadian visa card unsure korean credit cards work overseas turns did husband did n't, carried moneybelt time life like heard barcelona petty theft problems witnessing mass humanity las ramblas wallet separated person blink eye, saw hotel safe stored money explicitly advised hotel security briefing form given guests check-in use hotel safe not leave valuable objects large cash room, no central safe reception meant use safe room, day stay discovered contents hotel room safe missing, n't open lock code n't working, receptionist came master code unlocked safe gone, 1,700 euros husband passport missing, incredibly shocked shaken, hours police report investigation staff fingerprinted room brushed fingerprints, later discovered guest fake belgian passport invalid credit card adjoining room broken terrace not room room room steal bag day prior, came room unbolted shelving safe bolted dragged shelf safe room dragged shelf safe, switched safes, used rolling carry-on bag stole room carry safe, talk ingenious crime.we suffered not theft aftermath primarily dealing hotel manager manages ciutat barcelona hotel not elusive refused meet person accessible telephone staff evasive compensated, end says expedited insurance process euros returned finally day departure barcelona going venice weekend waiting usually 2 month-long process grateful not compensate costs recovering passport husband nationality korean going consulate barcelona discover honorary does n't issue passports informed embassy madrid new temporary passport traveled madrid train day 9 hour+ return trip wasted day insurance cover stolen money said.after theft shaken no energy appetite tour sights wanted gaudi buildings park guell forever teenager planned months trip husband week year notoriously short korean vacations managed link weekends time vacation time particularly precious squeezed day, belongings felt secure hotel thereafter.they gave cheque compensating lost euros signing document spanish indemnified claims, did n't want sign document said n't cheque, needed cash point basically blackmailed signing document.to add insult injury checking informed hotel payable robbery thing hotel, balked offered 25 reduction, refused threatened police not paying hotel, unbelievable, think hotel extremely apologetic offer no charge stay night 3 days trip absolutely ruined, told gladly paid entirety hotel trip went just planned incident caused hotel negligence lack security flimsy locks not checking guests properly not informing guests room theft completely marred stay barcelona, said pay room theft occurred compensated costs recovering husband passport, reiterated insurance covered lost money n't true usually insurance cover entire contents no, guests stolen bag surely receive reimbursement insurance company, plan pursue hotel wonder vain real stickler did n't responsibility liability n't fault guest, unlucky., end plane catch paid nights robbery gladly left hotel.incredibly attests petty crime problem barcelona absolutely beautiful city hotel guest room got bag stolen restaurant chair eating dinner, shaken accompanied police station file report, returned hotel n't fixed phone connection needed contact family boyfriend germany appeared unsympathetic, problems wi-fi connection, theft staff fine save manager professional apologetic theft, manager offered weakest apology night occured hard-line meant lot met face face, minimum heartfelt apology opinion.in mossos d'esquadra barcelona police young undercover vigilant excellent thorough impressive, got story theft bit bit uncovered things not hotel gave news, opposed random pickpocketing problem barcelona working hard resolve n't want lose tourists affects barcelonins treated crime quite seriously appeared inside job.all incredibly sad disappointing frustrating experience, hotel reacted affected things great deal stand proper felt free actually tour sights incident knowing working hard recover loss instead feeling insecure victimized.this hotel clearly not ready guests opened security properly established, cctv cameras helpful not entrance affixed terrace building, night area hopping wee hours c. tallers hotel located brightly lit deter muggings 4 star hotels corner.one receptionists said hotel overpriced 3 star hotel paying location newness minimalist style hotel, said walks 40 euros pocket.there wealth good hotel rooms apt stay opportunities barcelona city fabulous encourage seek,  ",1
"not resort motel resort nothing like web page little worried wife booked trip kids did n't little searching, look really poor web page kid did lunch break no large pictures motel, page does n't clear picture likely saw trashed beach.second not 21 different activates, kids bored trip not large family, n't know came maybe gm manager list desk sure n't, nothing worst talking speak language worker happen times feeling talking family, main problem resort rooms dirty pools filled bugs daughter n't swim 5-day trip, ocean not swimable not waves rough large rocks beach area, beach lot trashed bottles, oh better bring towels visit motel resort usually live entertainment hot tub towels near pool beach desk course continued speak language, rooms not rugged floor dirty bugs thought rooms, n't desk work couch ripped area, called head time roll away bed got used come later 2 rollaway beds 50 rooms, called rooms suite just large motel room, finely check did come room help bags check took 45 minutes called taxi did n't credit cards n't cash travel checks, just left did n't want waste time fighting plan catch, drove airport just thought atm taxi driver did n't say no atm till got airport, leave wife kids airport drive atm, time taxi driver said knew n't atm, thought wonder desk knew, called acting like resort checking soon, great desk agent dealt answered phone, tell no not atm airport that__Ç_é_ n't anymore upset desk did n't care tell important information, did n't care deal just wanted hair n't rude them.so final thoughts resort thinking trip fix problem quickly wo n't happy experience,  ",1
"nice hotel terrible rude service boyfriend stayed just night intercontinental, laptop, info desk says charge 10 1 day internet use hotels nowadays paid bucks using boyfriend laptop night staying, 11pm attempted online using laptop instead prompted pay, assuming technical glitch called desk informed rude contrite young man said manager service hotel used charged ip address used different charged dollars 24 hrs internet access, explained clearly technical glitch- informed nothing, use room pay 10, ridiculous, life purported star hotel kind bad statement, poor poor service, extremely rude disrespectful, false advertising boot, stay away,  ",1
"hotel horrible, stayed night came cruise, hotel poor condition, got room supposed bargain 150/night, paid 300, room old dirty, shower bathroom area rust dirt mildew not step bare feet, looked like not cleaned months, basic motel nicer cleaner 4 star hotel, walls carpet numerous stains, closet door broken, view room constructions site huge crane, took pics problems digital camera brought manager, claimed shocked asked taken hotel, given room n't better.the hotel services not good, service restaurants not good/friendly food terrible, restaurant does not salad dressing salads menu, room service food better restaurants tried hotel, problem, room service took 1 hour 15 min, bring food wait brought coffee tea w/o sugar.never,  ",1
"checked tripadvisor place terrible just reviewers tripadvisor indicates, couple reviews looks like written hotel staff exact opposite real experience.from low quality toiletries inconsistent house keeping property rated 3 star, attempts property unique look succeeds making gag incredibly poor taste decorated, like big joke you.the hotel noisy rooms tiny decor ugly staff average isolated rest seattle view overrated nearby train noisy room stinky, lounge expensive 10 drinks good view absolutely no character, experiencing boring lounge decided not bother restaurant instead cabbed city food.i recommend using tripadvisor pick 4 star hotel instead foolish like pay consequences, fact probably pick highly rated 3 star hotel fare times better did,  ",1
"peckham amsterdam hotel miles amsterdam 30 minutes tram no right near central station attractions.the hotel clean tidy town not want return night tiles, resides industrial estate surrounded motorway fly-overs building sites, safe way return end day hire taxi going cost 20 euros time.the staff friendly unobtainable, whilst staying witnessed complaints customers breakfast frankly shambles, n't room hours key\lock broken did unpleasant smell coming toilet.when account taxi fares better booking closer centre amsterdam,  ",1
"secretst excellence punta cana secret say husband got scerets itwas nice money pay expected more.. let say got married melia caribe tropical went honeymoon secrets excellence, arrival check decided upgrade excellence club did not mean, theyt old going receive ocean view room morning di dnot available got room day outside room completely mosquitos desk come room fumigate, decided walk bad idea soon left room bitten 5 mosquitos, turn wear long pants led hotels pharmacy anti-flammatory cream bug spray bug spray room..and suppose honey moon, decided pass frnech restaurant make sure did not need reservation according desk agent named pauline.. said did not need reservation belonged exclusive club got restaurant lady looked husband asked reconfirm did not need reservation exclusive club tunred said did not mean just wanted leave stupid hotel went room shower dressed nightly entertainement dinner things got really scary.. received phone american person claiming huge fight girlfriend model claimed just rooms called room excuse noise continued tell idea girlfriend reacted way began tell story.. just thought watching told speak husband husband got phone hung phone wrap tried tell general manager said maybe ex-boyfriend mine.. decided leave hotel night called expedia cancel reservation return melia caribe tropical not morning morning called expedia cancelled reservation charged 250.00 calls expedia arrived ny expedia refund general manager room division manager did not help beach resort ugly believe originally dominican republic beaches beautiful exce t say melia caribe tropical 10 x better secrets excellence treated nice staff extraordinary just say secret excellence does secret.. big time not think going p.s, informed people area beach secrets excellence sharks becuase bythe atlantic ocean.. beach 5 waves coming time,  ",1
"lesson learned air conditioners dont 78 degrees mildew smell seedy-nasty staff low class clientle, scene no problems, evidently used not time stay marriott,  ",1
"short time hotel arrived late 1am, family 3 adults 1 child 1 baby, surprise rooms not ready subject cleaning, noticed male transvestite prostitute waiting room prostitute requesting key, discusting, night time short time hotel rooms rented arrived,  ",1
"unbelievably bad stayed twice time great refused believe reviews, time moved different times room not clean toilet did n't flush smoking said non-smoking, bag stolen bellman locked room hmmm inside job, confronted theft staff acted inconvenienced, ruined weekend spend filing police reports walking filthy clothes shopping spending money new things money n't try convince staff, months reiumburse costs loss, unbelievable, stay, try renaissance corner,  ",1
"bad unwelcoming poor service tiny room n't recommend hotel worse enemies dog, honestly say hotel nothing going, location 15min stroll shinjuku station dont surprised homeless people urinating walkways, area really run home homeless people, hotel dont think called hotel shuttle bus runs 7:30am 12pm 4pm 10pm, not mention size not big fit huge guests staying hotel, experienced hotel requires payment arrival, hotel asked prior seeing hotel room thought dodgy questioned insisted hotel policy, know ask arrival, rooms tiny given king size single non exagerration sleep, told hotel booked double room said double room, considering booking hotel relative cheap price recommend check room handing, going change hotels realised 80 cancellation fee, dont expect spoken english, dictionaries thinking caps trying communicate, hotel commended excellent cleanliness flawless,  ",1
"3 star hotel pretending 5 star basd food worst hotel amsterdam just awful.was suite went bed sudden hear toilet broken gushing water second reception told come look did informed no 24 hour maintanace hotel noise unbareable complained day informed hotels amsterdam maybe onn stay hotels lo behold pathetic excuse hotel discredit raddison brand avoid costs true 5 star hotels town afford miss wayall rooms raddison sewer holes make bathrooms stink waste.the reception staffare useless rude good thing hotel food,  ",1
"stay away, horrible service especially hotel restaurants, beautiful property disappoints staff, platinum guest expected courtesy minimum met brusque rude service desk long long waits restaurant especially mirabella virtually ignored, stay resort, starwood properties better,  ",1
"poor service hotel somewhat old certainly not worth cost, beds highly uncomfortable hotel ranking, reception pretty slow inquiry taking 20 minutes addressed, stay included breakfast, unfortunately no-one reservation check bottered notified day stay, customer service marriott overall unhelpfull come accross, avoid marriott properties cost,  ",1
"not luxury overpriced lousy service no extras reviewers absolutely right, ones rate hotel highly complaints, not luxury hotel.first housekeeping deplorable, laugh reviewer actually barged underwear getting dressed no knock, beg plead mini-fridge, shameful hotel bills luxury, no free internet overcrowded fitness center lousy restaurants rude staff no points boot better dallas,  ",1
"bad far outweighs good, understand china expected somethings different, traveled developing countries stayed various hotel rooms world sowe quite bit experience compare adventure against.the hotel staff nice hotel manager helpful whenour luggage delayed hong kong- called airline not speak chinese, breakfast good hotel location wonderful, felt safe area hotel hotel secure, lots asian travelers lots domestic chinese travelers, not western travelers there.now bad, hotel room filthy, maybe not rooms filthy really disgusting, mold bathrooms aroundthe toilet near tub sink lightfixture dirty tub bathroom counter n't wiped elses toothpaste dribbles arrived, drinkingglasses dirty, dead bugs smooshed wall ceiling counted 4 dead bugs splattered- n't wiped away splatter, got 6 random bugbites night hotel particularly painful week later, entire hotel funky smell got used days.other posts say beds hard, thought maybe posters just used softer bed, oh no, not called beds seriousness, ca n't jump them- not bounce-at, sit say like sitting stone wall expectinga mattress, sleep floor, spa nice prices ca n't beat, just prepared spend intended- went spa twice time extra hidden fee, 7 medicine, n't know got foot massage, ask staff gets testy just demands youpay, silly went seconds, second time hit 12 rental fee, got massage- room did massage n't included price, not like spa jamming clients, furthermore additional prices not mentioned pamphlet just charge, questioning practice led clusterof angry people threatening manager yelling inchinese, n't worth aggrevation fighting dollars, not drink water china, no problem just grab big drinking water jug offered room pay dollars it.well expiration date drinking water passed 4 months ago.and seal water obviously broken, calls desk request new water jug went unheeded entire stay forced purchase expensive water lobby shop, not terrible inconvenience nonetheless.our travel agent told got china course thishotel n't really considered 4 stars chinese, received rating proximity local attractions, ok hotel money, probably- awfully cheap, honesty wants rough china, did n't travel way camping expected 2 star motel quality room, room 1 star, not late- stay someplace, late change plans roughing,  ",1
"noisy uncomfortable horrible service staff gave incorrect directions venue lost city late wedding, hear going rooms adjacent needless say did not sleep, no helped bags, paid premium rates average accomodation, definitely not luxury hotel, want luxury stick seasons ritz-carlton, westin marriott copley square better places stay, stay, better staying days inn motel 6,  ",1
"awful awful awful not sleep night partying hotel room neighbors, hotel did not compensate night no sleep, dark stains carpeting blood, night clerk completely unaccomodating not make amends discomfort, absent security, walk lobby access floors, not believe questionable characters allowed roam hotel floor located not guests threaten phone police did not leave, awful, positive thing say location convenient, pay little stay hotel feel safe accomodations clean updated,  ",1
